Actual Signal Time,Predicted Signal Time (Linear),Predicted Signal Time (Polynomial)
105,76.7317921778859,76.90114675898818
78,70.35467280189613,70.18902649434364
97,72.24177955601556,72.20975057231081
74,82.71196817226047,83.1028040316294
95,74.59740924793854,74.66505550068631
40,72.89250602295328,72.8998308795315
36,69.08575619136755,68.81396508724818
85,90.754947540394,90.49667401859156
85,66.87328620377927,66.38507422606816
62,66.69759017609768,66.42244394128468
67,87.85270726106855,88.0908309372233
67,92.39477811868551,92.0740106714195
117,94.0866669327236,93.59477738829507
67,87.68351873483951,87.74805310582109
95,81.17625406546219,81.51890843012785
96,66.28112488208275,65.71754394057095
119,68.87752384033907,68.80450923125542
69,71.64311132482443,71.77086787394109
94,79.5754667200122,79.79418952415621
119,74.07682807438837,74.11702556719837
90,75.9313985051609,76.0593134819772
99,94.8870606054486,94.19746181276818
96,83.59695640407897,83.75695750677716
42,72.16369249837462,72.32227889631096
60,91.88721135608247,91.8548289458383
36,73.58878322418506,73.60124410005129
62,94.84150987115456,94.20201638672555
60,85.0871197765832,85.4341323431882
102,83.81169625656,84.08324066033416
66,81.52764612082538,81.75055332056667
58,74.57138042604421,74.84386095222503
56,70.09438221512104,69.90803109836621
75,94.13221766701766,93.89193678879383
92,69.80155530499906,69.59125209318447
85,68.64976957691087,68.55744626492049
118,82.90718611234179,83.29615203274204
70,93.54005693727909,93.0595889742773
55,72.04656161593424,72.00205437024711
87,77.21332952663664,77.52941449889141
57,68.53263869447048,68.21047775196037
86,93.74828928830757,93.1914327023944
81,93.5140275234268,93.3350870263691
67,82.42564876359106,82.61438862013077
55,77.5386927601055,77.86605121265355
68,81.44955906318445,81.65371725563682
49,77.77295452498628,77.96556906582818
66,75.65809350743864,75.79421974396898
73,77.2198370280892,77.40119335649801
63,86.06971697844234,86.13237430520533
102,85.34741036335828,85.68682853621898
36,74.62994557128543,74.69923412878407
47,76.88796629316778,77.1919161057735
112,70.17246927276197,69.93648803060928
40,74.70152571943177,74.97881846518217
108,73.4000727855563,73.62303924424938
81,83.48633302309113,83.76971539609568
71,90.68987489370024,90.4372823294797
34,76.39341453346987,76.72072008220518
33,79.224074664649,79.5829540376711
100,74.70803262892638,74.90844985290192
105,77.4475912915174,77.63388494223202
71,67.15960561244869,66.70265706476124
32,69.85361354074567,69.85856819512355
81,82.49072141028482,82.67815764036986
98,68.95561089798001,68.67219210381296
115,80.76629627289984,80.976633007541
83,77.31744599812986,77.50097002257392
101,72.15718499692206,72.07710053171552
109,77.79247643738599,78.14353892620986
108,94.06063811082927,93.51821436361965
39,76.88145938367316,77.21886176373762
116,87.68351873483951,87.74805310582109
101,79.06139304791456,79.42022427601327
34,72.82092587480696,72.90048199615808
68,92.24511091289823,92.18233402577317
79,74.50630777935045,74.77633049498512
93,76.86193747127345,77.0346820877824
44,70.15294736036226,70.01217049332755
60,93.34483899719777,92.88703574489914
85,68.14220281430785,67.7829873696782
82,68.87752384033907,68.80450923125542
120,89.86995930857552,89.9893914187484
88,82.40612685119132,82.62079660491804
70,92.67459061786032,92.23322292738467
102,71.83832926490575,71.97790551113651
45,70.79716691780538,70.87012019330763
111,67.34180914158284,66.82800839899338
46,77.52567834915834,77.70662177128656
66,72.111634262628,72.0713209047759
33,78.5147824605121,78.87079127780547
99,67.3483166430354,67.13755809991963
63,80.29126583364369,80.51512473588042
71,83.88978331420094,84.04085482774335
120,93.07804090897011,92.69097122722991
107,92.39477811868551,92.0740106714195
44,78.52128996196465,78.72517247694428
72,75.23512130392912,75.35558116526346
88,87.64447491004006,87.67961852457282
84,90.8395420994875,90.6450676707328
63,78.7750730472872,79.13741220922523
75,92.38176370773834,91.97026441476329
104,82.76402640800708,82.97353925535582
93,71.52598044238405,71.44668127574445
44,77.4475912915174,77.63388494223202
99,90.8460490089821,90.89615854115112
109,71.96196705684073,71.86797025336337
67,73.85558131241271,74.09913022800333
40,75.72316615413241,75.861573350328
93,75.60603527169204,75.72058616271255
95,76.97256085226127,77.13745041835341
34,67.76478134509237,67.29663853889002
39,75.68412232933296,75.935679749239
71,70.07486030272132,69.83038479378318
90,87.93730182016205,87.95581796493542
36,77.73391070018683,78.06761963482008
89,92.56396723687249,92.19372078170572
116,69.4436557481833,69.20312990622655
89,75.3587590958641,75.59413146314907
80,84.42988640015085,84.67656473576216
105,70.64099221056556,70.54485009724215
97,74.61042365888571,74.80530033198713
91,74.40869880930978,74.67497018317357
48,79.41929260473032,79.7779453974731
42,71.38282073804933,71.49433515057463
120,94.69184266536729,94.02574934060075
99,71.78627102915914,71.72464356038962
77,66.67156076224539,66.15614750718682
83,69.1313069256616,68.80072197892027
76,86.7399653577798,86.86619246747148
97,87.50131520570535,87.48486727456658
91,91.51629738831957,91.27519198886652
74,81.05261568156925,81.44682151273611
113,91.36663018253229,91.37659669307008
83,76.88796629316778,77.1919161057735
66,91.5878775364659,91.32009747493237
103,83.98088478278905,84.35402113220727
112,85.39946859910489,85.53890169032954
116,67.0685041438606,66.60099084918573
81,70.67352853391245,70.58029313648798
75,75.26115012582345,75.49149894984771
38,66.91883693807333,66.3579220209855
87,68.70833472215209,68.33679660830603
120,90.70939680609996,90.52720587619382
109,71.35679132419706,71.32260648133895
68,82.30851788115066,82.52441311122485
77,71.3437769132499,71.203677883445
37,74.20697336777592,74.25423985361573
64,73.75797234237206,73.99725290857833
68,69.76901898165218,69.55601134197425
98,71.06396441407509,71.00493749754064
91,74.92927998285997,75.21466236630519
85,79.78369907104067,80.16535946677129
63,95.01069839738359,94.67789858028237
110,77.55821467250523,77.74002488796415
80,78.15688290369636,78.50328704217652
117,89.45349460651855,89.3022914732506
63,84.95697448319564,85.30757744362742
52,72.48905573184348,72.66579060212965
87,72.92504234630017,72.93424441856018
81,83.74011610841367,83.93026533760278
99,69.22891589570227,68.90757487678586
109,91.4186884182789,91.18604660176166
86,86.46015285860499,86.50289044848508
61,88.36027402367156,88.35354051064712
74,89.90900313337497,89.7218936205474
71,83.26508566915754,83.64981769791757
79,70.25706383185548,70.08371784680378
114,86.79853050302101,86.87778838912328
93,76.48451600205797,76.63317237060565
90,69.00766913372662,68.94549849970282
82,82.4191412621385,82.81220039639531
104,74.83817792231392,75.0458619123452
110,90.57274401125986,90.41020471568164
113,86.16732594848301,86.22511966773828
119,92.43382194348494,92.07768574740093
119,83.41475287494481,83.61221832287622
110,92.94789561558258,92.57374790186603
54,78.61889893200532,78.8239151277933
91,92.06941488521664,91.77888432755597
104,93.08454841042267,92.65648223195568
42,66.26811047113559,65.63186866679169
52,72.51508455373781,72.45970037183015
91,91.95228400277625,91.9144528751503
63,83.27159317061009,83.44069744364897
76,83.74011610841367,83.93026533760278
116,69.32652486574293,69.01435022350944
59,67.23118576059503,66.78068440662757
97,76.06154379854844,76.19456313946344
33,67.16611311390125,66.70883283403151
60,75.58000644979771,75.88617554953902
94,83.25207125821038,83.45287168575452
31,79.3672343689837,79.578365696362
69,78.64492775389965,79.00417067786381
96,73.4326091089032,73.65710175224707
53,73.60179763513223,73.73488089899597
60,67.80382516989181,67.6360872140974
87,74.40869880930978,74.67497018317357
63,78.423680991924,78.62635227495326
104,71.63660382337187,71.51873044595852
60,70.07486030272132,69.83038479378318
103,81.37147200554351,81.71079774424913
75,80.88342715534021,81.2304928253808
96,82.14583626441623,82.36360161919838
86,76.08106571094817,76.23140208456327
68,74.83817792231392,75.0458619123452
76,74.51932219029761,74.60995225885756
52,66.34619752877653,65.7907307029425
99,69.59332295397057,69.57824408259178
40,72.50207014279064,72.48619630128985
88,83.25207125821038,83.45287168575452
47,69.58681545251802,69.29870534252245
51,73.64084145993168,73.68916222842111
73,76.27628365102949,76.43268739222016
111,78.5993770196056,78.80437495464832
97,80.44093303943097,80.65287633401775
118,77.69486746734533,78.04478950284624
33,73.59529072563762,73.82728504033217
70,92.42731444203238,92.10347591344129
74,79.06789995740917,79.43670157236531
69,67.6151141393051,67.21098344273852
49,73.63433395847912,73.76953981002808
35,76.9595464413141,77.13474310804571
54,70.30912206760208,70.34780840584631
74,85.52961389249243,85.66412140011481
83,93.14311355566389,92.74953118915052
31,66.41777767692285,65.88006242102907
114,67.25721458248935,66.81172632285008
101,73.1723185221281,73.38436041804593
44,66.91883693807333,66.3579220209855
73,94.76992972300823,94.20232840554067
50,74.25252410206997,74.42642192886224
71,72.61920102523102,72.80295401423751
99,94.06714502032388,93.83346750981855
81,68.3634495762835,68.04242461804249
69,86.14780403608327,86.25703225220256
91,71.00539926883387,70.88910228209107
114,70.51735441863056,70.3643685710389
112,73.00963690539366,73.2136170383796
101,73.55624690083818,73.56678973455969
92,94.98466957548925,94.28320172213887
80,89.38842195982477,89.24221044065413
118,88.37328843461873,88.58395300925895
38,74.85769983471364,74.93824325524876
76,67.96650678662624,67.81372402860977
76,73.73845042997233,73.79178243637101
114,90.7028893046474,90.52994414476434
74,88.86133328482202,89.04425154729023
112,81.41702273983756,81.62156131652021
47,68.96862530892717,68.62246147993979
75,68.93608898558028,68.58678352976301
104,87.02628476644921,87.09423875005436
88,68.2723481076954,67.92562203246916
112,92.7982284097953,92.68642744335126
77,82.75101199705992,82.9328890495839
110,77.89659231692126,78.23535635813602
114,93.30579517239832,92.89578030006476
110,74.80564159896704,75.01152182267471
88,77.11572055659599,77.42825545728839
114,93.95652163933606,93.47862254533233
111,75.87283335991968,76.18723199043498
91,75.11799042148874,75.21087953502352
101,91.62041385981279,91.34934319533139
95,80.42791862848381,80.78045902534483
72,80.31078774604342,80.52313239438885
72,88.14553417119052,88.36848353174041
107,69.29398854239604,68.9787670580618
50,75.97044232996035,76.28742903511626
91,89.08908754825023,89.25839403860091
116,69.89916427503972,69.69692264605374
91,73.55624690083818,73.56678973455969
51,67.02295340956654,66.78043186028003
70,82.65340302701925,82.83742939708031
44,73.77098675331922,73.8259719387672
99,76.42595085681675,76.75398984519558
58,70.02930956842727,69.83769608143628
53,75.43033924401044,75.55821069271533
43,77.23935894048893,77.58293346204934
36,71.10300823887452,70.99381637087545
104,80.98103612538088,81.3267089114385
102,69.6193517758649,69.33421095682807
58,75.4954118907042,75.62568493418416
76,77.85754908407976,78.20932879115115
74,86.57728374104536,86.71341510237261
107,71.48042970809,71.59809954778873
64,69.43064133723614,69.4027614664688
95,69.53475721677141,69.33465977071666
57,70.11390412752075,70.13834083286766
41,78.32607202188333,78.52745452182022
80,68.38947899013577,68.27457158149568
44,75.94441291610806,76.20829796897482
115,84.82032228031349,85.0496930071676
96,67.43941811162351,66.93628306779596
64,74.89674365951308,75.18099623081115
54,70.96635544403442,70.89889273399051
59,71.06396441407509,71.00493749754064
98,70.95334103308726,70.78252208410538
102,92.92837370318286,92.80467575392258
111,79.224074664649,79.5829540376711
49,74.30458233781657,74.3570600920964
89,83.77915993321312,84.05192690948131
110,86.44713844765782,86.59103810800947
52,77.83151967022748,78.16828751919032
61,84.20213213672264,84.45833356067072
106,89.77885783998741,89.60217962861947
39,78.27401378613673,78.47271340610084
95,92.5704741463671,92.47916115329951
89,75.11799042148874,75.21087953502352
82,92.1670238552573,91.86751270704738
120,87.55988035094657,87.81248038242802
70,77.27840217333042,77.5968107759923
90,84.8268291898081,85.18088467536973
63,71.9684745582933,72.11575826672899
64,93.57259326062598,93.08831768706288
35,74.90975807046026,75.01717594269242
41,74.05079925249403,74.30265221342728
43,70.98587735643414,70.81766579308157
103,74.3241042502163,74.40587511008803
107,79.25010348654332,79.465113013676
84,88.26266505363091,88.26188763661702
69,93.38388223003926,93.21745912493392
60,88.42534667036534,88.4145993426994
45,79.15900201795523,79.51788798338865
96,82.4191412621385,82.81220039639531
106,73.7514648409195,73.77338667560592
61,71.64961823431904,71.63957750485909
103,72.58015720043159,72.52915196080747
62,70.27007824280264,70.04251371629336
45,69.72997515685273,69.5489465801741
69,66.4112701754703,65.86388299813983
97,72.02703970353451,71.93771481332165
98,81.34544259169124,81.74068229593495
111,77.95515805412043,78.3079489626114
68,95.36209104470473,94.65512702819106
34,70.56941265437717,70.62661596271195
108,79.02885672456767,79.38765247330105
66,88.11950534929619,88.06374117857385
41,67.55654899406389,67.13942526199439
72,83.3236514063567,83.61262963421804
92,94.90658251784832,94.25877585201854
92,71.20061720891519,71.09845290851781
97,66.39825576452314,65.77735507502429
98,78.8596676063807,79.06908378435016
104,79.42579951422493,79.80155183557854
67,76.92701011796721,77.10139805141817
41,71.48042970809,71.59809954778873
110,66.4633284112169,65.85004657837925
36,74.1549151320293,74.32291050261802
35,77.23285143903637,77.40560596547826
55,74.93578689235459,75.1488304805953
75,91.30806503729107,91.00011176388283
91,83.08938964147595,83.29330962879389
114,80.36284598179003,80.71603061378563
117,73.68639219422573,73.70455549576474
94,85.78990447926753,85.91414721359462
59,67.77128884654493,67.60053400081425
86,78.76856613779259,79.12676784703507
81,94.35997193044585,94.09630783621026
45,75.47588997830448,75.58485396478707
58,76.34135629772325,76.499713560424
79,87.41672064661185,87.4643141971849
58,77.40854746671796,77.73149992867138
117,67.71923061079832,67.3184725599194
90,90.0391484267625,89.84146974377842
115,94.18427590276426,93.68180304418479
78,80.78581818529955,81.13419918818107
49,67.0359678205137,66.5650262873167
86,81.8074586200002,82.0068638775447
42,75.12449792294129,75.41647822660475
79,67.77128884654493,67.60053400081425
31,71.83182176345319,71.72837773192413
45,65.95576164861389,65.35109312109974
71,65.89068900192012,65.2776995556828
62,87.15643005983677,87.21773510112813
39,66.11844326534832,65.53442624075481
109,93.59862208252031,93.15848584171626
95,68.93608898558028,68.58678352976301
60,71.37631323659679,71.23871819089851
117,89.71378519329363,89.54227093189417
56,72.50207014279064,72.48619630128985
113,78.71000040059343,79.07080867713164
65,75.09846850908902,75.32027242514097
61,77.9876943774673,78.34080511951105
115,69.99026574362782,69.83417978567815
50,68.38297148868321,67.97894000734365
62,70.21802000705603,70.08330645883241
31,78.40415907952428,78.60548142704252
95,70.0553383903216,69.90540191911859
40,74.467263954551,74.5282548203597
41,72.99011499299394,73.00304564623687
65,68.15521722525502,67.7279276874533
49,78.32607202188333,78.52745452182022
117,72.59967911283131,72.58972127256328
111,71.9684745582933,72.11575826672899
100,87.80715652677449,87.83314882604319
76,88.02189637925554,87.97254683888124
75,93.17564987901078,92.77879824492048
80,79.47785774997153,79.6955570473445
77,88.77023181623393,88.66972158067301
83,76.60164688449835,76.76747356149704
60,81.33893568219662,81.67883773387948
39,68.9881472213269,68.7076482748621
103,83.64901463982557,83.92658573813439
59,68.68881280975236,68.40249901028112
80,73.82955189856044,73.97731232355603
55,76.43245776631136,76.71797073409078
53,69.92519309693405,69.76292318506349
71,83.95485596089472,84.10384833656227
91,88.76372431478137,88.95234694196802
47,74.82516351136675,74.9041249447059
52,69.49571398392992,69.47298036329867
116,82.80307023280652,83.10850757489192
67,85.66626668733254,85.85388089919532
55,66.20303782444182,65.55907376191405
63,66.91883693807333,66.3579220209855
118,79.08742186980889,79.30025162867749
100,88.36027402367156,88.35354051064712
65,67.0359678205137,66.5650262873167
73,92.23860400340362,91.90337469213702
71,78.14386849274919,78.33980751646224
93,75.73618056507958,75.85618049194109
109,84.27371169291102,84.6409023126245
99,93.81336193500135,93.24920443431742
63,87.65098241149262,87.7177647534016
54,72.91853484484761,73.00505328800988
97,93.32531708479804,92.81507630752273
77,72.15718499692206,72.07710053171552
90,81.96363273528208,82.35876299337951
33,67.14659120150152,66.61122640796214
78,85.15219242327696,85.49735809220724
98,87.03929917739639,87.31591159296936
31,69.20288707380794,69.15672389856722
42,68.43502972442982,68.10372148310285
74,71.77325661821197,71.90892743257893
43,76.13312394669478,76.45425177371392
61,83.52537625593263,83.90637421446213
86,84.03294301853566,84.21577091500752
95,88.81578255052798,88.78022852435427
63,71.13554456222141,71.0287038335498
57,79.33469804563683,79.54565828245771
77,74.21998777872308,74.39192673690772
77,84.95046757370103,85.17379336024224
62,92.83727223459474,92.37900940217759
30,70.23754191945575,70.00718043785889
70,89.34937813502533,89.50261130677109
85,93.08454841042267,92.65648223195568
53,66.30064679448247,65.66825319404018
60,90.91762915712843,90.64500244748395
117,71.18760279796801,71.28657370272036
33,76.04852938760128,76.19782437450966
112,94.63978442962068,94.08689737323675
112,95.25797457321153,94.63396688359842
89,91.92625518088192,91.5598305358117
97,74.79262718801988,74.8699980173695
55,71.1680808855683,71.06358267943058
109,80.36935289128463,80.7584320619682
102,86.33000756521744,86.37952293608875
102,80.89644156628738,81.10589440673068
106,82.90718611234179,83.29615203274204
39,71.47392220663744,71.3437874124977
64,76.79035732312711,77.09049856036377
89,66.57395179220474,66.04661294224587
60,70.90128279734064,70.82815314098929
66,91.17141224245097,91.1966908899072
50,73.20485484547498,73.41848324359853
104,83.03082449623473,83.32933240484417
69,86.81805241542074,86.84144022210648
72,73.75797234237206,73.99725290857833
63,87.10437182409015,87.3781033267615
32,74.20697336777592,74.25423985361573
116,89.73981401518796,89.86790319379944
117,67.97952119757342,67.60450016333442
93,76.1070945328425,76.37840431051907
67,75.65809350743864,75.79421974396898
61,94.30140678520465,93.68139378256168
99,70.15294736036226,70.01217049332755
72,77.76644702353371,78.10118421307038
75,89.32334931313099,89.18209494088345
75,73.69289969567828,73.92929161166053
30,75.3587590958641,75.59413146314907
76,89.2387547540375,89.17492657552728
100,69.45667015913047,69.15659671736441
114,82.80307023280652,83.10850757489192
68,88.04792520114987,88.2760102180434
99,72.7753751405129,72.73729992469406
57,78.80760937063408,79.1707010500817
70,79.18503083984956,79.39919431005727
84,79.3672343689837,79.578365696362
117,92.44683635443211,92.02875995734516
60,71.66914014671876,71.55369320227001
103,66.20303782444182,65.55907376191405
61,74.18745145537619,74.35742292815965
95,66.92534443952587,66.67312596091378
118,75.10497601054158,75.22032247775773
67,71.77976352770658,71.78022947868
100,67.31578031968851,67.10188425152668
92,70.47831059383113,70.36750564910955
88,81.98966214913436,82.31640075049661
67,77.49964952726401,77.84705800269295
104,71.28521176800868,71.39049320221851
84,92.49238708872616,92.16238054710419
53,74.1549151320293,74.32291050261802
120,76.56260305969892,76.85355603329985
54,74.43472763120411,74.49403310829416
79,66.67806826369795,66.1688473983825
38,77.52567834915834,77.70662177128656
33,75.77522438987903,76.08695739461167
104,66.892808116179,66.63734009420459
94,85.77038256686781,86.09628365757342
110,87.17595197223648,87.17894736370744
99,67.31578031968851,67.10188425152668
99,89.03052240300903,88.91114866063424
113,70.53687633103029,70.5917951768812
38,74.48027836549817,74.66764700232424
82,67.6086072298105,67.42263868249516
102,73.13327469732866,73.11809885495516
108,72.66475175952507,72.65869483611112
103,87.58590976479884,87.65716219818194
108,73.92716086860109,74.08108225360698
102,78.69698598964627,78.90370539173819
70,85.47104874725122,85.6688160855716
105,83.34968022825103,83.5485055184082
96,80.29777333509625,80.6515677350522
56,69.15082883806133,68.88479987820445
116,79.93336627682794,80.15517844602854
110,70.09438221512104,69.90803109836621
49,69.62585927731746,69.61331475543571
106,66.73663340893917,66.22912746651298
79,93.67670914016125,93.48192802530801
96,82.35406861544472,82.7475270260586
67,73.23088366736931,73.22177215599804
93,92.60301046971398,92.50879647368758
